Date,Open,High,Low,Close,Adj Close,Volume
5/29/20,302.459991,304.959991,299.470001,304.320007,287.441986,119090800
6/1/20,303.619995,306.209991,303.059998,305.549988,288.60376,55758300
6/2/20,306.549988,308.130005,305.100006,308.079987,290.993408,74267200
6/3/20,310.23999,313.220001,309.940002,312.179993,294.866028,92567600
6/4/20,311.109985,313,309.079987,311.359985,294.091553,75794400
6/5/20,317.230011,321.269989,317.160004,319.339996,301.628967,150524700
6/8/20,320.220001,323.410004,319.630005,323.200012,305.274902,73641200
6/9/20,320.299988,323.279999,319.359985,320.790009,302.998505,77479200
6/10/20,321.420013,322.390015,318.220001,319,301.307739,95000800
6/11/20,311.459991,312.149994,300.01001,300.609985,283.937775,209243600
6/12/20,308.23999,309.079987,298.600006,304.209991,287.338104,194678900
6/15/20,298.019989,308.279999,296.73999,307.049988,290.020569,135782700
6/16/20,315.480011,315.640015,307.670013,312.959991,295.602814,137627500
6/17/20,314.070007,314.390015,310.859985,311.660004,294.374908,83398900
6/18/20,310.01001,312.299988,309.51001,311.779999,294.488312,80828700
6/19/20,314.170013,314.380005,306.529999,308.640015,292.805298,135549600
6/22/20,307.98999,311.049988,306.75,310.619995,294.683655,74649400
6/23/20,313.48999,314.5,311.609985,312.049988,296.040283,68471200
6/24/20,309.839996,310.51001,302.100006,304.089996,288.488678,132813500
6/25/20,303.470001,307.640015,301.279999,307.350006,291.581482,89468000
6/26/20,306.160004,306.390015,299.420013,300.049988,284.655914,127961000
6/29/20,301.410004,304.609985,298.929993,304.459991,288.839752,79773300
6/30/20,303.98999,310.200012,303.820007,308.359985,292.539581,113394800
7/1/20,309.570007,311.890015,309.070007,310.519989,294.588806,72396500
7/2/20,314.23999,315.700012,311.51001,312.230011,296.211121,69344200
7/6/20,316.369995,317.679993,315.559998,317.049988,300.783813,61713800
7/7/20,315.380005,317.519989,313.369995,313.779999,297.68161,82910000
7/8/20,314.609985,316.299988,312.700012,316.179993,299.958374,54638600
7/9/20,316.839996,317.100006,310.679993,314.380005,298.250793,83354200
7/10/20,314.309998,317.880005,312.76001,317.589996,301.296082,57550400
7/13/20,320.130005,322.709991,314.130005,314.839996,298.687195,102997500
7/14/20,313.299988,319.76001,312,318.920013,302.5578,93657000
7/15/20,322.410004,323.040009,319.269989,321.850006,305.337585,87196500
7/16/20,319.790009,321.279999,319.089996,320.790009,304.331909,54622500
7/17/20,321.880005,322.570007,319.73999,321.720001,305.214203,62774900
7/20/20,321.429993,325.130005,320.619995,324.320007,307.680878,56308800
7/21/20,326.450012,326.929993,323.940002,325.01001,308.335449,57292200
7/22/20,324.619995,327.200012,324.5,326.859985,310.090424,57792900
7/23/20,326.470001,327.230011,321.480011,322.959991,306.390625,75738000
7/24/20,320.950012,321.98999,319.25,320.880005,304.417297,73766600
7/27/20,321.630005,323.410004,320.769989,323.220001,306.637268,48293000
7/28/20,322.429993,323.640015,320.850006,321.170013,304.692444,57495000
7/29/20,322.119995,325.730011,322.079987,325.119995,308.439728,48454200
7/30/20,321.899994,324.410004,319.640015,323.959991,307.339294,61861700
7/31/20,325.899994,326.630005,321.329987,326.519989,309.767975,84986800
8/3/20,328.320007,329.619995,327.730011,328.790009,311.921448,53077900
8/4/20,327.859985,330.059998,327.859985,330.059998,313.126343,41917900
8/5/20,331.470001,332.390015,331.179993,332.109985,315.071106,42697700
8/6/20,331.480011,334.459991,331.130005,334.329987,317.177246,43679400
8/7/20,333.279999,334.880005,332.299988,334.570007,317.404907,57308300
8/10/20,335.059998,335.769989,332.959991,335.570007,318.353607,44282100
8/11/20,336.850006,337.540009,332.01001,332.799988,315.725739,69601100
8/12/20,335.440002,338.279999,335.410004,337.440002,320.127686,53774400
8/13/20,336.609985,338.25,335.829987,336.829987,319.54895,41816100
8/14/20,336.410004,337.420013,335.619995,336.839996,319.558502,47260400
8/17/20,337.940002,338.339996,336.850006,337.910004,320.573517,35481000
8/18/20,338.339996,339.100006,336.609985,338.640015,321.266083,38733900
8/19/20,339.049988,339.609985,336.619995,337.230011,319.928497,68054200
8/20/20,335.359985,338.799988,335.220001,338.279999,320.924591,42207800
8/21/20,337.920013,339.720001,337.549988,339.480011,322.063049,55106600
8/24/20,342.119995,343,339.450012,342.920013,325.326569,48588700
8/25/20,343.529999,344.209991,342.269989,344.119995,326.464905,38463400
8/26/20,344.76001,347.859985,344.170013,347.570007,329.737976,50790200
8/27/20,348.51001,349.899994,346.529999,348.329987,330.459015,58034100
8/28/20,349.440002,350.720001,348.149994,350.579987,332.593536,48588900
8/31/20,350.350006,351.299988,349.059998,349.309998,331.388702,66099200
9/1/20,350.209991,352.709991,349.23999,352.600006,334.509979,54908700
9/2/20,354.670013,358.75,353.429993,357.700012,339.348267,69540000
9/3/20,355.869995,356.380005,342.589996,345.390015,327.669861,148011100
9/4/20,346.130005,347.829987,334.869995,342.570007,324.994476,139156300
9/8/20,336.709991,342.640015,332.880005,333.209991,316.114685,114465300
9/9/20,337.549988,342.459991,336.609985,339.790009,322.357147,91462300
9/10/20,341.820007,342.529999,332.850006,333.890015,316.759827,90569500
9/11/20,335.820007,336.970001,331,334.059998,316.921112,84680200
9/14/20,337.48999,340.380005,334.220001,338.459991,321.095367,65605700
9/15/20,341.119995,342.019989,338.470001,340.170013,322.717682,52920900
9/16/20,341.51001,343.059998,338.519989,338.820007,321.436829,82096000
9/17/20,333.559998,337.700012,332.98999,335.839996,318.609741,91523300
9/18/20,335.369995,335.48999,327.970001,330.649994,314.941772,105877900
9/21/20,325.700012,327.130005,321.730011,326.970001,311.436554,99450800
9/22/20,328.570007,330.899994,325.859985,330.299988,314.608337,63612100
9/23/20,330.899994,331.200012,322.100006,322.640015,307.312225,93112200
9/24/20,321.220001,326.799988,319.799988,323.5,308.131439,76681300
9/25/20,322.579987,329.579987,321.640015,328.730011,313.112915,71069400
9/28/20,333.220001,334.959991,332.149994,334.190002,318.313507,64584600
9/29/20,333.970001,334.769989,331.619995,332.369995,316.579987,51304000
9/30/20,333.089996,338.290009,332.880005,334.890015,318.980316,104081100
10/1/20,337.690002,338.73999,335.01001,337.040009,321.028137,88698700
10/2/20,331.700012,337.01001,331.190002,333.839996,317.980164,89431100
10/5/20,336.059998,339.959991,336.01001,339.76001,323.618958,45713100
10/6/20,339.910004,342.170013,334.380005,334.929993,319.018402,90128900
10/7/20,338.119995,341.630005,338.089996,340.76001,324.571411,56999600
10/8/20,342.850006,343.850006,341.859985,343.779999,327.447968,45242500
10/9/20,345.559998,347.350006,344.890015,346.850006,330.372131,59528600
10/12/20,349.589996,354.019989,349.059998,352.429993,335.687012,80388500
10/13/20,352.279999,352.470001,349.089996,350.130005,333.496307,73255500
10/14/20,350.75,351.929993,347.140015,347.929993,331.400787,57727900
10/15/20,343.709991,348.019989,343.130005,347.5,330.991241,60357700
10/16/20,348.959991,350.75,347.100006,347.290009,330.791229,89501900
10/19/20,348.649994,349.329987,341.040009,342.01001,325.762085,68425600
10/20/20,343.459991,346.880005,342.640015,343.380005,327.066925,60051900
10/21/20,343.329987,345.670013,342.399994,342.730011,326.447815,63575000
10/22/20,342.959991,345.23999,340.649994,344.609985,328.238495,55399300
10/23/20,345.929993,345.98999,343.130005,345.779999,329.352936,49143900
10/26/20,342.130005,342.980011,335.619995,339.390015,323.266479,91473000
10/27/20,339.76001,340.119995,337.98999,338.220001,322.1521,65994100
10/28/20,332.100006,338.25,326.130005,326.660004,311.141296,127094300
10/29/20,326.910004,333.399994,325.089996,329.980011,314.303497,90597700
10/30/20,328.279999,329.690002,322.600006,326.540009,311.027039,120287300
11/2/20,330.200012,332.359985,327.23999,330.200012,314.513092,86068300
11/3/20,333.690002,338.25,330.290009,336.029999,320.066132,93294200
11/4/20,340.859985,347.940002,339.589996,343.540009,327.21933,126959700
11/5/20,349.23999,352.190002,348.859985,350.23999,333.601044,82039700
11/6/20,349.929993,351.51001,347.649994,350.160004,333.524872,74973000
11/9/20,363.970001,364.380005,354.059998,354.559998,337.71582,172304200
11/10/20,353.48999,355.179993,350.51001,354.040009,337.220612,85552000
11/11/20,356.399994,357.559998,355.059998,356.670013,339.725586,58649000
11/12/20,355.579987,356.720001,351.26001,353.209991,336.429993,67546200
11/13/20,355.269989,358.899994,354.709991,358.100006,341.087677,62892200
11/16/20,360.980011,362.779999,359.589996,362.570007,345.345367,74541100
11/17/20,359.970001,361.920013,358.339996,360.619995,343.487946,66111000
11/18/20,360.910004,361.5,356.23999,356.279999,339.354156,70591300
11/19/20,355.600006,358.179993,354.149994,357.779999,340.782837,59940900
11/20/20,357.5,357.720001,355.25,355.329987,338.449249,70417300
11/23/20,357.279999,358.820007,354.869995,357.459991,340.478027,63230600
11/24/20,360.209991,363.809998,359.290009,363.220001,345.964386,62415900
11/25/20,363.130005,363.160004,361.480011,362.660004,345.43103,45330900
11/27/20,363.839996,364.179993,362.579987,363.670013,346.393066,28514100
11/30/20,362.829987,363.119995,359.170013,362.059998,344.859528,83872700
12/1/20,365.570007,367.679993,364.929993,366.019989,348.631409,74231400
12/2/20,364.820007,366.959991,364.200012,366.790009,349.364838,45927000
12/3/20,366.679993,368.190002,365.5,366.690002,349.269531,62882000
12/4/20,367.320007,369.850006,367.220001,369.850006,352.279449,50749900
12/7/20,369.019989,369.619995,367.720001,369.089996,351.555603,48944300
12/8/20,367.720001,370.779999,367.670013,370.170013,352.584259,42458900
12/9/20,370.880005,371.049988,365.950012,366.850006,349.422028,74098300
12/10/20,365.369995,367.859985,364.429993,366.730011,349.307709,57735400
12/11/20,364.899994,366.73999,363.26001,366.299988,348.898041,57698600
12/14/20,368.640015,369.799988,364.470001,364.660004,347.335968,69216200
12/15/20,367.399994,369.589996,365.920013,369.589996,352.031769,63865300
12/16/20,369.820007,371.160004,368.869995,370.170013,352.584259,58420500
12/17/20,371.940002,372.459991,371.049988,372.23999,354.555878,64119500
12/18/20,370.970001,371.149994,367.019989,369.179993,353.140228,136542300
12/21/20,364.970001,378.459991,362.029999,367.859985,351.877502,96386700
12/22/20,368.209991,368.329987,366.029999,367.23999,351.284485,47949000
12/23/20,368.279999,369.619995,367.220001,367.570007,351.600189,46201400
12/24/20,368.079987,369.029999,367.450012,369,352.968018,26457900
12/28/20,371.73999,372.589996,371.070007,372.170013,356.000366,39000400
12/29/20,373.809998,374,370.829987,371.459991,355.321167,53680500
12/30/20,372.339996,373.100006,371.570007,371.98999,355.828094,49455300
12/31/20,371.779999,374.660004,371.230011,373.880005,357.636047,78520700
1/4/21,375.309998,375.450012,364.820007,368.790009,352.76712,110210800
1/5/21,368.100006,372.5,368.049988,371.329987,355.196777,66426200
1/6/21,369.709991,376.980011,369.119995,373.549988,357.320313,107997700
1/7/21,376.100006,379.899994,375.910004,379.100006,362.629211,68766800
1/8/21,380.589996,381.48999,377.100006,381.26001,364.695374,71677200
1/11/21,377.850006,380.579987,377.720001,378.690002,362.237,51034700
1/12/21,378.890015,379.859985,376.359985,378.769989,362.313538,52547700
1/13/21,378.690002,380.859985,377.850006,379.790009,363.289185,45303600
1/14/21,380.589996,381.130005,378.100006,378.459991,362.016998,49989100
1/15/21,376.720001,377.579987,373.700012,375.700012,359.376953,107160000
1/19/21,378.339996,379.230011,376.75,378.649994,362.1987,51233300
1/20/21,381.109985,384.790009,380.690002,383.890015,367.211121,61836100
1/21/21,384.48999,384.950012,383.25,384.23999,367.545898,47840100
1/22/21,382.25,384.130005,381.839996,382.880005,366.244995,52860500
1/25/21,383.670013,384.769989,378.459991,384.390015,367.689362,70402000
1/26/21,385.410004,385.850006,383.540009,383.790009,367.115387,42665300
1/27/21,380.220001,380.320007,372.01001,374.410004,358.142975,123351100
1/28/21,376.359985,381.929993,375.890015,377.630005,361.223083,94198100
1/29/21,375.630005,376.670013,368.269989,370.070007,353.991516,126765100
2/1/21,373.720001,377.339996,370.380005,376.230011,359.88385,75817600
2/2/21,379.649994,383.220001,376.320007,381.549988,364.972748,64450700
2/3/21,382.440002,383.700012,380.480011,381.850006,365.259766,52427100
2/4/21,382.959991,386.23999,381.970001,386.190002,369.411133,47142600
2/5/21,388.200012,388.470001,386.140015,387.709991,370.865112,48669800
2/8/21,389.269989,390.559998,388.350006,390.51001,373.543488,38365200
2/9/21,389.609985,390.890015,389.170013,390.25,373.294739,35551100
2/10/21,392.119995,392.279999,387.5,390.079987,373.132172,59154400
2/11/21,391.23999,391.690002,388.100006,390.709991,373.734772,42913300
2/12/21,389.850006,392.899994,389.769989,392.640015,375.580994,50593300
2/16/21,393.959991,394.170013,391.529999,392.299988,375.255676,50972400
2/17/21,390.420013,392.660004,389.329987,392.390015,375.341797,52290600
2/18/21,389.589996,391.519989,387.73999,390.720001,373.744324,59712800
2/19/21,392.070007,392.380005,389.549988,390.029999,373.084381,83241000
2/22/21,387.059998,389.619995,386.73999,387.029999,370.214691,67414200
2/23/21,384.660004,388.950012,380.200012,387.5,370.664276,107284100
2/24/21,386.329987,392.230011,385.269989,391.769989,374.748779,72433900
2/25/21,390.410004,391.880005,380.779999,382.329987,365.718872,146670500
2/26/21,384.350006,385.579987,378.230011,380.359985,363.834442,152701600
3/1/21,385.589996,390.920013,380.570007,389.579987,372.65387,105348800
3/2/21,389.820007,390.070007,386,386.540009,369.745941,79595300
3/3/21,385.790009,386.829987,381.309998,381.420013,364.848419,119940200
3/4/21,381.220001,384,371.880005,376.700012,360.333496,183433000
3/5/21,380.459991,384.76001,372.640015,383.630005,366.962402,152039600
3/8/21,384.660004,387.679993,381.420013,381.720001,365.135406,123149200
3/9/21,385.850006,389.910004,385.309998,387.170013,370.348633,113633600
3/10/21,389.690002,391.399994,388.170013,389.579987,372.65387,109899400
3/11/21,392.230011,395.649994,391.73999,393.529999,376.432251,86245000
3/12/21,392.070007,394.209991,391.200012,394.059998,376.939209,64653600
3/15/21,394.329987,396.690002,392.029999,396.410004,379.187164,73427200
3/16/21,397.070007,397.829987,395.079987,395.910004,378.708801,73722500
3/17/21,394.529999,398.119995,393.299988,397.26001,380.000244,97959300
3/18/21,394.480011,396.720001,390.75,391.480011,374.471313,115349100
3/19/21,389.880005,391.570007,387.149994,389.480011,373.778412,113624500
3/22/21,390.029999,394.070007,389.970001,392.589996,376.763062,73778600
3/23/21,391.910004,393.459991,388.660004,389.5,373.797638,90686600
3/24/21,391,392.75,387.470001,387.519989,371.897461,97588600
3/25/21,385.980011,390.549988,383.899994,389.700012,373.989532,116128600
3/26/21,390.929993,396.410004,390.290009,395.980011,380.016418,114409100
3/29/21,394.399994,396.75,392.809998,395.779999,379.824493,108107600
3/30/21,394.420013,395.450012,393.019989,394.730011,378.816803,76262200
3/31/21,395.339996,398,395.309998,396.329987,380.352295,112734200
4/1/21,398.399994,400.670013,398.179993,400.609985,384.459686,99682900
4/5/21,403.459991,406.940002,403.380005,406.359985,389.977905,91684800
4/6/21,405.76001,407.23999,405.399994,406.119995,389.74762,62021000
4/7/21,405.940002,406.959991,405.450012,406.589996,390.198639,55836300
4/8/21,407.929993,408.579987,406.929993,408.519989,392.050812,57863100
4/9/21,408.390015,411.670013,408.26001,411.48999,394.901123,61104600
4/12/21,410.850006,411.929993,410.200012,411.640015,395.045074,56704900
4/13/21,411.529999,413.529999,411.119995,412.859985,396.21582,56551000
4/14/21,412.829987,413.959991,410.869995,411.450012,394.862762,61659900
4/15/21,413.73999,416.160004,413.690002,415.869995,399.104523,60229800
4/16/21,417.25,417.910004,415.730011,417.26001,400.438538,82037300
4/19/21,416.26001,416.73999,413.790009,415.209991,398.471161,78498500
4/20/21,413.910004,415.089996,410.589996,412.170013,395.553741,81851800
4/21/21,411.51001,416.290009,411.359985,416.070007,399.296478,66793000
4/22/21,415.890015,416.779999,411.130005,412.269989,395.649628,97582800
4/23/21,412.869995,418.25,412.790009,416.73999,399.939484,73209200
4/26/21,417.440002,418.220001,416.809998,417.609985,400.774414,52182400
4/27/21,417.929993,418.140015,416.299988,417.519989,400.688019,51303100
4/28/21,417.809998,419.01001,416.899994,417.399994,400.572906,51238900
4/29/21,420.320007,420.720001,416.440002,420.059998,403.125641,78544300
4/30/21,417.630005,418.540009,416.339996,417.299988,400.476898,85527000
5/3/21,419.429993,419.839996,417.670013,418.200012,401.340607,68128300
5/4/21,416.070007,416.600006,411.670013,415.619995,398.864594,101591200
5/5/21,417.380005,417.630005,415.149994,415.75,398.98938,60162200
5/6/21,415.829987,419.209991,413.679993,419.070007,402.175598,74321400
5/7/21,419.890015,422.820007,419.160004,422.119995,405.1026,67733800
5/10/21,422.5,422.73999,417.809998,417.940002,401.091095,81852400
5/11/21,413.100006,415.269989,410.059998,414.209991,397.511444,116888000
5/12/21,411.230011,412.589996,404,405.410004,389.066254,134811000
5/13/21,407.070007,412.350006,407.019989,410.279999,393.739899,106394000
5/14/21,413.209991,417.48999,413.179993,416.579987,399.785919,82201600
5/17/21,415.390015,416.390015,413.359985,415.519989,398.768707,65129200
5/18/21,415.799988,416.059998,411.769989,411.940002,395.332947,59810200
5/19/21,406.920013,411.049988,405.329987,410.859985,394.296509,106467100
5/20/21,411.799988,416.630005,411.670013,415.279999,398.538361,78022200
5/21/21,416.869995,418.200012,414.450012,414.940002,398.212036,76578700
5/24/21,417.339996,420.320007,417.079987,419.170013,402.271515,51376700
5/25/21,420.329987,420.709991,417.619995,418.23999,401.378998,57451400
5/26/21,418.869995,419.609985,417.76001,419.070007,402.175598,43088600
5/27/21,420.170013,420.720001,418.98999,419.290009,402.386688,56707700
5/28/21,420.970001,421.25,419.790009,420.040009,403.106445,58520200
6/1/21,422.570007,422.720001,419.200012,419.670013,402.751343,54216600
6/2/21,420.369995,421.230011,419.290009,420.329987,403.384705,49097100
6/3/21,417.850006,419.98999,416.279999,418.769989,401.887634,58138800
6/4/21,420.75,422.920013,418.839996,422.600006,405.563171,55938800
6/7/21,422.589996,422.779999,421.190002,422.190002,405.169739,51555000
6/8/21,423.109985,423.209991,420.320007,422.279999,405.256104,47134300
6/9/21,423.179993,423.26001,421.410004,421.649994,404.651581,48436300
6/10/21,422.959991,424.630005,421.549988,423.609985,406.532532,51020100
6/11/21,424.200012,424.429993,422.820007,424.309998,407.204315,45570800
6/14/21,424.429993,425.369995,423.100006,425.26001,408.115967,42358500
6/15/21,425.420013,425.459991,423.540009,424.480011,407.367462,51508500
6/16/21,424.630005,424.869995,419.920013,422.109985,405.093018,80386100
6/17/21,421.670013,423.019989,419.320007,421.970001,404.958649,90949700
6/18/21,417.089996,417.829987,414.700012,414.920013,399.495575,118676300
6/21/21,416.799988,421.059998,415.929993,420.859985,405.214752,72822000
6/22/21,420.850006,424,420.079987,423.109985,407.381073,57700300
6/23/21,423.190002,424.049988,422.51001,422.600006,406.890045,49445400
6/24/21,424.890015,425.549988,424.619995,425.100006,409.297119,45110300
6/25/21,425.899994,427.089996,425.549988,426.609985,410.751007,58129500
6/28/21,427.170013,427.649994,425.890015,427.470001,411.57901,53159600
6/29/21,427.880005,428.559998,427.130005,427.700012,411.800476,35970500
6/30/21,427.209991,428.779999,427.179993,428.059998,412.147125,64827900
